filename,primary_label,below_lower_quantile
./data/birdclef_dataset/train_audio/bbwduc/iNat219901.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat343800.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat999438.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat986121.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1061383.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat697857.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat54660.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat261161.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC393184.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC946069.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat956671.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat536030.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1668006.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat925645.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat561738.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat898231.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC143612.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1285277.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC329619.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC384717.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC257271.ogg,"['limpki', 'bbwduc']",False
./data/birdclef_dataset/train_audio/bbwduc/iNat658626.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1286755.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1256651.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1081140.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC817489.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC522415.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC619234.ogg,"['scadov1', 'bbwduc', 'smbani']",False
./data/birdclef_dataset/train_audio/bbwduc/XC192058.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1091744.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC65943.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1251626.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat622243.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC118581.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat561259.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat942417.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC1018441.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat26288.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1208198.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC974152.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1191354.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC799777.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat589581.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC694095.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1686429.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat930298.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1141868.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC287868.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC844834.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat385380.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC382108.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1055831.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1018580.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC817488.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC153418.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC579234.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC615606.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC709823.ogg,"['bkcdon', 'chobla1', 'bbwduc']",False
./data/birdclef_dataset/train_audio/bbwduc/XC264965.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC264960.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat385656.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC974476.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1342163.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1287675.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat691476.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat603417.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC340170.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat872097.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC842293.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1138815.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC540382.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC530419.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat335093.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC570411.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat158173.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC569612.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC527379.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC358761.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat694597.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat609400.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat199289.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC490743.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1050334.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC351408.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1079497.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC147709.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC480387.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC541688.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC396164.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC332989.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat335192.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat218628.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat570668.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC690729.ogg,"['soulap1', 'bbwduc']",False
./data/birdclef_dataset/train_audio/bbwduc/XC382109.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat353207.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC919173.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC982939.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC118853.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat803788.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1544442.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat993295.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat1294916.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC293326.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat341969.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/iNat828625.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC391394.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC615605.ogg,['bbwduc'],False
./data/birdclef_dataset/train_audio/bbwduc/XC260169.ogg,['bbwduc'],False
